Date,Tmax (C),Precip. (mm/day),Wind Speed (m/s),Cloudiness,RH min
1950-01-01,3.6718383789062727,0.0,3.303689479827881,0.0,76.98710632324219
1950-01-02,4.245141601562523,0.08646731366752647,3.1257734298706055,100.0,81.33138275146484
1950-01-03,5.150292968750023,1.5588903450407088,2.309814214706421,100.0,82.97307586669922
1950-01-04,4.892114257812523,0.00016014979742351443,2.7410995960235596,100.0,81.62236785888672
1950-01-05,5.798699951171898,0.0,2.2691965103149414,0.0,72.17985534667969
1950-01-06,9.515985107421898,0.02275471842949628,1.852956771850586,100.0,75.7157974243164
1950-01-07,11.067254638671898,0.0,3.0927634239196777,100.0,76.52626037597656
1950-01-08,8.837030029296898,0.00030033097928594543,2.073758840560913,56.64237594604492,76.81527709960938
1950-01-09,8.603204345703148,0.15890614049567375,2.480844020843506,100.0,83.47628021240234
1950-01-10,10.138085937500023,1.1417110014008358,2.542907953262329,100.0,84.96036529541016
1950-01-11,7.609155273437523,3.4839804866351187,3.644697666168213,100.0,84.23977661132812
1950-01-12,11.129266357421898,0.37966952804708853,1.9980995655059814,100.0,76.0799560546875
1950-01-13,10.106042480468773,0.0,2.41145658493042,100.0,75.6736831665039
1950-01-14,7.425134277343773,3.188923656388676e-08,2.635932445526123,0.0,84.130859375
1950-01-15,9.768762207031273,0.10931848701147828,1.575520396232605,100.0,75.05426788330078
1950-01-16,11.310876464843773,2.0627907186280936,1.5765985250473022,100.0,82.32853698730469
1950-01-17,12.252252197265648,4.803138866554946,2.1969337463378906,100.0,89.88959503173828
1950-01-18,11.551568603515648,1.828104542744846e-07,1.6706430912017822,100.0,84.41767883300781
1950-01-19,12.898156738281273,1.050602919213746e-12,1.5869531631469727,100.0,81.44153594970703
1950-01-20,13.088128662109398,2.6204013847745955,1.5222700834274292,100.0,86.03970336914062
1950-01-21,12.618341064453148,4.1677784660965056e-08,1.7539368867874146,100.0,82.26934051513672
1950-01-22,12.784173583984398,0.19579645813792013,1.4973480701446533,100.0,82.68635559082031
1950-01-23,17.236596679687523,1.9224726303946227,1.857843279838562,90.7245864868164,64.92597198486328
1950-01-24,13.678735351562523,10.913035506382585,3.6809797286987305,100.0,62.24361801147461
1950-01-25,8.454095458984398,0.07782320099067874,3.699913501739502,100.0,65.2546615600586
1950-01-26,7.191735839843773,0.0,3.2169365882873535,15.981321334838867,67.87278747558594
1950-01-27,7.815820312500023,0.0,3.5203192234039307,0.0,66.74137115478516
1950-01-28,9.116510009765648,0.0,1.9248740673065186,0.0,60.989925384521484
1950-01-29,11.828088378906273,1.9982699712272733,4.540945529937744,100.0,77.65737915039062
1950-01-30,11.673883056640648,0.4277204250684008,2.4319868087768555,89.72449493408203,61.86237716674805
1950-01-31,4.584863281250023,12.40474060177803,2.773655414581299,100.0,85.30242919921875
1950-02-01,7.083154296875023,3.5102574387565255,3.26116943359375,100.0,84.55162811279297
1950-02-02,5.797296142578148,17.804759088903666,5.136682033538818,100.0,85.25102233886719
1950-02-03,6.924981689453148,0.3186978225130588,4.025150775909424,100.0,64.81533813476562
1950-02-04,3.7127929687500227,2.46543538758243e-10,4.307608127593994,100.0,66.06724548339844
1950-02-05,2.5523925781250227,0.0,5.10366153717041,0.0,63.90849304199219
1950-02-06,2.6433044433593977,0.23925979548948817,5.557113170623779,100.0,66.04705810546875
